Date,Orders,Subtotal,Gross Sales,Refunds,Discounts,Net Sales,Cash,Gift Card Redemption,Store Credit Redemption,Taxes You Owe,Tips,Total Sales,Processing Fees,Snackpass Fees
11/2/2024,195,"$2,335.27 ","$2,447.28 ",$0.00 ,$57.81 ,"$2,389.47 ",$0.00 ,$0.00 ,$0.00 ,$12.72 ,$81.75 ,"$2,483.94 ",$130.50 ,$116.92 
11/1/2024,191,"$1,939.34 ","$2,114.04 ",$0.00 ,$127.05 ,"$1,986.99 ",$0.00 ,$0.00 ,$0.00 ,$8.52 ,$59.10 ,"$2,054.61 ",$116.94 ,$97.12 
10/31/2024,175,"$1,849.18 ","$1,998.75 ",$0.00 ,$102.17 ,"$1,896.58 ",$0.00 ,$0.00 ,$0.00 ,$8.43 ,$51.46 ,"$1,956.47 ",$109.32 ,$92.61 
10/30/2024,151,"$1,461.76 ","$1,611.24 ",$0.00 ,$117.53 ,"$1,493.71 ",$0.00 ,$0.00 ,$0.00 ,$6.56 ,$14.00 ,"$1,514.27 ",$89.27 ,$73.26 
10/29/2024,149,"$1,590.80 ","$1,706.12 ",$0.00 ,$73.42 ,"$1,632.70 ",$0.00 ,$0.00 ,$0.00 ,$9.99 ,$43.00 ,"$1,685.69 ",$93.44 ,$79.73 
10/28/2024,111,"$1,127.58 ","$1,220.74 ",$5.24 ,$58.67 ,"$1,156.83 ",$0.00 ,$0.00 ,$0.00 ,$3.95 ,$26.31 ,"$1,187.09 ",$67.92 ,$56.46 
10/27/2024,201,"$2,189.37 ","$2,360.64 ",$3.96 ,$116.96 ,"$2,239.72 ",$0.00 ,$0.00 ,$0.00 ,$7.27 ,$34.50 ,"$2,281.49 ",$126.68 ,$109.61 
10/26/2024,193,"$2,110.32 ","$2,234.50 ",$0.00 ,$70.53 ,"$2,163.97 ",$0.00 ,$0.00 ,$0.00 ,$14.15 ,$60.00 ,"$2,238.12 ",$122.82 ,$106.13 
10/25/2024,183,"$1,879.42 ","$2,017.19 ",$0.00 ,$91.12 ,"$1,926.07 ",$0.00 ,$0.00 ,$0.00 ,$8.53 ,$57.44 ,"$1,992.04 ",$112.71 ,$94.14 
10/24/2024,181,"$1,751.95 ","$1,922.97 ",$0.00 ,$124.72 ,"$1,798.25 ",$0.00 ,$0.00 ,$0.00 ,$5.30 ,$35.17 ,"$1,838.72 ",$107.69 ,$87.77 
10/23/2024,183,"$1,940.85 ","$2,144.64 ",$0.00 ,$159.34 ,"$1,985.30 ",$0.00 ,$0.00 ,$0.00 ,$5.54 ,$34.50 ,"$2,025.34 ",$113.72 ,$97.18 
10/22/2024,180,"$1,771.34 ","$1,913.93 ",$0.00 ,$94.29 ,"$1,819.64 ",$0.00 ,$0.00 ,$0.00 ,$11.62 ,$44.00 ,"$1,875.26 ",$108.42 ,$88.77 
10/21/2024,113,"$1,120.35 ","$1,222.16 ",$0.00 ,$73.96 ,"$1,148.20 ",$0.00 ,$0.00 ,$0.00 ,$6.61 ,$34.50 ,"$1,189.31 ",$68.42 ,$56.10 
10/20/2024,195,"$2,413.06 ","$2,529.19 ",$0.00 ,$63.23 ,"$2,465.96 ",$0.00 ,$0.00 ,$0.00 ,$15.30 ,$48.68 ,"$2,529.94 ",$132.03 ,$120.76 
10/19/2024,207,"$2,266.19 ","$2,396.34 ",$0.00 ,$74.80 ,"$2,321.54 ",$0.00 ,$0.00 ,$0.00 ,$12.20 ,$76.16 ,"$2,409.90 ",$132.04 ,$113.47 
10/18/2024,242,"$2,710.96 ","$2,904.27 ",$10.99 ,$117.02 ,"$2,776.26 ",$0.00 ,$0.00 ,$0.00 ,$7.37 ,$80.01 ,"$2,863.64 ",$156.08 ,$135.77 
10/17/2024,195,"$1,950.96 ","$2,132.68 ",$0.00 ,$134.22 ,"$1,998.46 ",$0.00 ,$0.00 ,$0.00 ,$3.78 ,$45.64 ,"$2,047.88 ",$117.90 ,$97.71 
10/16/2024,181,"$1,829.99 ","$1,989.44 ",$0.00 ,$112.90 ,"$1,876.54 ",$0.00 ,$0.00 ,$0.00 ,$5.69 ,$52.30 ,"$1,934.53 ",$110.46 ,$91.61 
10/15/2024,208,"$2,113.37 ","$2,316.36 ",$0.00 ,$152.04 ,"$2,164.32 ",$0.00 ,$0.00 ,$0.00 ,$4.68 ,$47.50 ,"$2,216.50 ",$126.81 ,$105.79 
10/14/2024,136,"$1,533.42 ","$1,649.03 ",$9.95 ,$70.96 ,"$1,568.12 ",$0.00 ,$0.00 ,$0.00 ,$7.27 ,$21.00 ,"$1,596.39 ",$87.47 ,$76.76 
10/13/2024,191,"$2,197.56 ","$2,324.98 ",$6.95 ,$69.87 ,"$2,248.16 ",$0.00 ,$0.00 ,$0.00 ,$9.17 ,$70.24 ,"$2,327.57 ",$125.05 ,$110.01 
10/12/2024,219,"$2,586.54 ","$2,715.69 ",$0.00 ,$67.65 ,"$2,648.04 ",$0.00 ,$0.00 ,$0.00 ,$18.71 ,$65.50 ,"$2,732.25 ",$144.99 ,$129.48 
10/11/2024,225,"$2,534.86 ","$2,703.68 ",$0.00 ,$109.67 ,"$2,594.01 ",$0.00 ,$0.00 ,$0.00 ,$11.56 ,$60.55 ,"$2,666.12 ",$144.91 ,$126.89 
10/10/2024,195,"$2,010.33 ","$2,191.61 ",$0.00 ,$134.38 ,"$2,057.23 ",$0.00 ,$0.00 ,$0.00 ,$7.13 ,$49.10 ,"$2,113.46 ",$119.82 ,$100.63 
10/9/2024,163,"$1,520.19 ","$1,632.42 ",$0.00 ,$72.58 ,"$1,559.84 ",$0.00 ,$0.00 ,$0.00 ,$4.72 ,$24.69 ,"$1,589.25 ",$95.02 ,$76.18 
10/8/2024,143,"$1,569.17 ","$1,707.97 ",$0.00 ,$100.45 ,"$1,607.52 ",$0.00 ,$0.00 ,$0.00 ,$12.06 ,$48.24 ,"$1,667.82 ",$91.30 ,$78.60 
10/7/2024,111,"$1,254.26 ","$1,340.97 ",$0.00 ,$55.96 ,"$1,285.01 ",$0.00 ,$0.00 ,$0.00 ,$2.85 ,$33.12 ,"$1,320.98 ",$71.61 ,$62.75 
10/6/2024,182,"$1,972.02 ","$2,099.92 ",$3.49 ,$76.76 ,"$2,019.67 ",$0.00 ,$0.00 ,$0.00 ,$23.68 ,$44.25 ,"$2,087.60 ",$115.22 ,$99.72 
10/5/2024,141,"$1,528.02 ","$1,620.24 ",$0.00 ,$57.12 ,"$1,563.12 ",$0.00 ,$0.00 ,$0.00 ,$13.50 ,$37.04 ,"$1,613.66 ",$89.09 ,$76.50 
10/4/2024,198,"$2,220.82 ","$2,365.24 ",$0.00 ,$87.92 ,"$2,277.32 ",$0.00 ,$0.00 ,$0.00 ,$15.97 ,$60.00 ,"$2,353.29 ",$127.66 ,$111.15 
10/3/2024,187,"$1,937.16 ","$2,102.47 ",$0.00 ,$112.66 ,"$1,989.81 ",$0.00 ,$0.00 ,$0.00 ,$4.31 ,$37.00 ,"$2,031.12 ",$115.06 ,$97.54 
10/2/2024,181,"$1,787.30 ","$1,947.99 ",$0.00 ,$120.29 ,"$1,827.70 ",$0.00 ,$0.00 ,$0.00 ,$4.68 ,$35.50 ,"$1,867.88 ",$108.54 ,$89.51 
10/1/2024,148,"$1,473.45 ","$1,608.29 ",$0.00 ,$97.59 ,"$1,510.70 ",$0.00 ,$0.00 ,$0.00 ,$6.09 ,$29.79 ,"$1,546.58 ",$89.36 ,$73.76 
9/30/2024,130,"$1,480.40 ","$1,595.20 ",$0.00 ,$85.90 ,"$1,509.30 ",$0.00 ,$0.00 ,$0.00 ,$7.91 ,$34.35 ,"$1,551.56 ",$84.08 ,$74.16 
9/29/2024,165,"$1,799.13 ","$1,881.55 ",$0.00 ,$37.22 ,"$1,844.33 ",$0.00 ,$0.00 ,$0.00 ,$7.97 ,$45.51 ,"$1,897.81 ",$104.57 ,$90.10 
